image,instance_id,area_px,area_fraction,area_bin,k,void_px,population_n,random_baseline,bbox_top,bbox_left,bbox_bottom,bbox_right,aspect_ratio,aspect_class,queryable_grid7,queryable_grid14,measurable_by_all
2010_001403,2,845,0.016840720663265307,<2%,845,1493,48683,0.017357188340899287,135,0,194,19,0.3333333333333333,tall,True,True,True
2010_001514,3,4988,0.09941007653061225,5-10%,4988,7581,42595,0.11710294635520602,0,0,69,113,1.6285714285714286,wide,True,True,True
2010_001522,1,10292,0.20511798469387754,20-40%,10292,3495,46681,0.22047513977849661,81,0,187,213,2.0,wide,True,True,True
2010_001576,1,39361,0.7844587053571429,>=40%,39361,702,49474,0.7955896026195578,30,0,223,223,1.1546391752577319,square,True,True,True
2010_001579,1,16761,0.3340441645408163,20-40%,16761,3462,46714,0.3588003596352271,142,0,222,223,2.765432098765432,wide,True,True,True
2010_001579,2,10936,0.21795280612244897,20-40%,10936,3462,46714,0.23410540737252217,2,0,150,129,0.87248322147651,square,True,True,True
2010_001590,1,33632,0.670280612244898,>=40%,33632,2289,47887,0.7023200451061875,19,0,213,223,1.1487179487179486,square,True,True,True
2010_001619,3,1989,0.03964046556122449,2-5%,1989,3633,46543,0.042734675461401285,123,12,219,52,0.422680412371134,tall,True,True,True
2010_001807,1,686,0.013671875,<2%,686,2946,47230,0.014524666525513446,192,93,214,135,1.8695652173913044,wide,True,True,True
2010_001850,2,1581,0.03150908801020408,2-5%,1581,4228,45948,0.034408461739357535,113,3,185,51,0.6712328767123288,square,True,True,True
2010_001850,3,3287,0.0655094068877551,5-10%,3287,4228,45948,0.07153739009314877,7,203,223,223,0.0967741935483871,tall,True,True,True
2010_001852,1,9352,0.18638392857142858,10-20%,9352,2347,47829,0.1955299086328378,21,144,214,223,0.41237113402061853,tall,True,True,True
2010_002018,7,996,0.01985012755102041,<2%,996,4231,45945,0.02167809337251061,27,35,92,66,0.48484848484848486,tall,True,True,True
2010_002020,1,27556,0.549186862244898,>=40%,27556,10473,39703,0.6940533460947536,0,8,223,204,0.8794642857142857,square,True,True,True
2010_002032,6,3458,0.06891741071428571,5-10%,3458,3388,46788,0.0739078396169958,121,14,199,149,1.7215189873417722,wide,True,True,True
2010_002039,2,1986,0.03958067602040816,2-5%,1986,4307,45869,0.04329721598465194,103,104,170,150,0.6911764705882353,square,True,True,True
2010_002039,4,846,0.01686065051020408,<2%,846,4307,45869,0.018443829165667443,116,193,163,223,0.6458333333333334,tall,True,True,True
2010_002039,11,992,0.019770408163265307,<2%,992,4307,45869,0.021626806775818092,56,177,117,219,0.6935483870967742,square,True,True,True
2010_002147,1,14582,0.29061702806122447,20-40%,14582,2576,47600,0.30634453781512605,21,0,191,223,1.3099415204678362,square,True,True,True
2010_002251,1,9173,0.18281648596938777,10-20%,9173,3830,46346,0.19792430846243472,100,0,223,173,1.403225806451613,square,True,True,True
2010_002305,1,12461,0.24834582270408162,20-40%,12461,37715,12461,1.0,100,0,185,215,2.511627906976744,wide,True,True,True
2010_002310,1,5270,0.10503029336734694,10-20%,5270,1658,48518,0.10861948142957253,84,2,158,223,2.96,wide,True,True,True
2010_002336,3,3018,0.06014827806122449,5-10%,3018,5008,45168,0.06681721572794899,57,0,209,91,0.6013071895424836,tall,True,True,True
2010_002338,1,12063,0.24041374362244897,20-40%,12063,1794,48382,0.24932826257699145,76,0,181,203,1.9245283018867925,wide,True,True,True
2010_002348,1,31292,0.6236447704081632,>=40%,31292,2640,47536,0.658280040390441,2,3,223,223,0.9954954954954955,square,True,True,True
2010_002396,2,7112,0.14174107142857142,10-20%,7112,3380,46796,0.15197880160697497,81,34,223,155,0.8531468531468531,square,True,True,True
2010_002455,1,13690,0.27283960459183676,20-40%,13690,17160,33016,0.41464744366367823,2,127,221,203,0.35,tall,True,True,True
2010_002527,2,17816,0.35507015306122447,20-40%,17816,1854,48322,0.3686933487852324,0,27,156,223,1.2547770700636942,square,True,True,True
2010_002570,2,21218,0.42287149234693877,>=40%,21218,2721,47455,0.4471183226214308,0,0,186,223,1.1978609625668448,square,True,True,True
2010_002659,2,9661,0.1925422512755102,10-20%,9661,3911,46265,0.20881876148276235,1,0,93,128,1.3870967741935485,square,True,True,True
2010_002720,4,902,0.01797672193877551,<2%,902,5285,44891,0.020093114432737074,53,0,122,29,0.42857142857142855,tall,True,True,True
2010_002763,5,6652,0.1325733418367347,10-20%,6652,5487,44689,0.1488509476604981,42,35,153,142,0.9642857142857143,square,True,True,True
2010_002921,2,670,0.013352997448979591,<2%,670,3067,47109,0.014222335434842599,177,0,221,30,0.6888888888888889,square,True,True,True
2010_002921,3,2759,0.054986447704081634,5-10%,2759,3067,47109,0.05856630367870258,105,118,161,172,0.9649122807017544,square,True,True,True
2010_002929,7,871,0.01735889668367347,<2%,871,4244,45932,0.018962814595488982,46,121,90,156,0.8,square,True,True,True
2010_002988,3,1727,0.03441884566326531,2-5%,1727,1545,48631,0.035512327527708665,106,13,151,90,1.6956521739130435,wide,True,True,True
2010_003010,1,3324,0.06624681122448979,5-10%,3324,3547,46629,0.07128610950267002,110,160,198,223,0.7191011235955056,square,True,True,True
2010_003060,1,20781,0.41416214923469385,>=40%,20781,1978,48198,0.43115896925183617,0,0,223,155,0.6964285714285714,square,True,True,True
2010_003123,3,29922,0.5963408801020408,>=40%,29922,1003,49173,0.6085046671954121,73,0,223,223,1.4834437086092715,square,True,True,True
2010_003157,2,2304,0.04591836734693878,2-5%,2304,3415,46761,0.04927182908834285,62,35,191,118,0.6461538461538462,tall,True,True,True
2010_003168,1,4650,0.09267378826530612,5-10%,4650,1778,48398,0.09607835034505557,37,0,114,131,1.6923076923076923,wide,True,True,True
2010_003187,1,24164,0.48158482142857145,>=40%,24164,1011,49165,0.49148784704566256,0,0,130,223,1.7099236641221374,wide,True,True,True
2010_003203,2,622,0.012396364795918368,<2%,622,3108,47068,0.01321492308999745,169,0,189,31,1.5238095238095237,wide,True,True,True
2010_003203,5,2788,0.055564413265306124,5-10%,2788,3108,47068,0.059233449477351915,42,156,133,223,0.7391304347826086,square,True,True,True
2010_003380,1,31256,0.6229272959183674,>=40%,31256,3634,46542,0.6715654677495595,0,0,223,209,0.9375,square,True,True,True
2010_003381,1,30326,0.6043925382653061,>=40%,30326,2561,47615,0.6369001365116035,62,0,222,223,1.391304347826087,square,True,True,True
2010_003409,2,1768,0.035235969387755105,2-5%,1768,2166,48010,0.036825661320558215,102,102,200,138,0.37373737373737376,tall,True,True,True
2010_003418,1,4310,0.08589764030612244,5-10%,4310,1113,49063,0.08784623850967124,20,61,156,151,0.6642335766423357,tall,True,True,True
2010_003453,1,33276,0.6631855867346939,>=40%,33276,1941,48235,0.6898724992225562,31,0,215,223,1.2108108108108109,square,True,True,True
2010_003495,1,9836,0.19602997448979592,10-20%,9836,2771,47405,0.2074886615335935,6,0,193,223,1.1914893617021276,square,True,True,True
2010_003531,5,734,0.014628507653061224,<2%,734,5572,44604,0.016455923235584254,132,2,221,30,0.32222222222222224,tall,True,True,True
2010_003531,8,800,0.01594387755102041,<2%,800,5572,44604,0.01793561115595014,136,192,164,223,1.103448275862069,square,True,True,True
2010_003532,1,19587,0.3903659119897959,20-40%,19587,3941,46235,0.42364009949172704,14,6,215,218,1.0544554455445545,square,True,True,True
2010_003597,4,937,0.018674266581632654,<2%,937,4517,45659,0.02052169342298342,108,183,221,223,0.35964912280701755,tall,True,True,True
2010_003597,9,1168,0.023278061224489797,2-5%,1168,4517,45659,0.025580936945618606,83,81,137,113,0.6,tall,True,True,True
2010_003680,1,8650,0.17239317602040816,10-20%,8650,1917,48259,0.1792411778113927,25,47,187,187,0.8650306748466258,square,True,True,True
2010_003746,2,2022,0.04029815051020408,2-5%,2022,4460,45716,0.04422959139032286,14,0,67,81,1.5185185185185186,wide,True,True,True
2010_003746,3,4040,0.08051658163265306,5-10%,4040,4460,45716,0.08837168606177269,0,90,171,223,0.7790697674418605,square,True,True,True
2010_003764,1,16056,0.3199936224489796,20-40%,16056,2181,47995,0.3345348473799354,23,46,170,223,1.2027027027027026,square,True,True,True
2010_003884,2,4341,0.08651546556122448,5-10%,4341,3805,46371,0.09361454357249142,2,176,165,223,0.2926829268292683,tall,True,True,True
2010_004056,1,4379,0.08727279974489796,5-10%,4379,1287,48889,0.08957025097670232,93,5,205,119,1.0176991150442478,square,True,True,True
2010_004060,1,7125,0.1420001594387755,10-20%,7125,1348,48828,0.1459203735561563,65,94,215,181,0.5827814569536424,tall,True,True,True
2010_004171,1,29720,0.5923150510204082,>=40%,29720,3039,47137,0.6305025775929737,0,26,223,223,0.8839285714285714,square,True,True,True
2010_004226,2,2818,0.056162308673469385,5-10%,2818,2866,47310,0.05956457408581695,92,161,193,223,0.6176470588235294,tall,True,True,True
2010_004320,1,24486,0.48800223214285715,>=40%,24486,2103,48073,0.50935036298962,0,0,181,205,1.1318681318681318,square,True,True,True
2010_004520,1,20370,0.40597098214285715,>=40%,20370,1466,48710,0.4181892835146787,0,57,223,163,0.47767857142857145,tall,True,True,True
2010_004551,1,19379,0.3862205038265306,20-40%,19379,30797,19379,1.0,0,60,223,169,0.49107142857142855,tall,True,True,True
2010_004560,1,5684,0.11328125,10-20%,5684,6406,43770,0.12986063513822252,35,0,181,109,0.7482993197278912,square,True,True,True
2010_004625,1,34411,0.6858059630102041,>=40%,34411,1709,48467,0.7099882394206367,19,0,198,223,1.2444444444444445,square,True,True,True
2010_004628,2,793,0.01580436862244898,<2%,793,1208,48968,0.01619424930566901,120,139,169,164,0.52,tall,True,True,True
2010_004683,2,2856,0.056919642857142856,5-10%,2856,7614,42562,0.0671021098632583,108,0,180,69,0.958904109589041,square,True,True,True
2010_004763,3,13489,0.26883370535714285,20-40%,13489,19211,30965,0.4356208622638463,0,0,223,153,0.6875,square,True,True,True
2010_004783,2,722,0.014389349489795918,<2%,722,2908,47268,0.015274604383515274,137,0,193,29,0.5263157894736842,tall,True,True,True
2010_004941,1,18749,0.37366470025510207,20-40%,18749,5223,44953,0.41708006139745957,24,18,223,209,0.96,square,True,True,True
2010_004946,1,20080,0.40019132653061223,>=40%,20080,1583,48593,0.4132282427510135,61,24,214,194,1.1103896103896105,square,True,True,True
2010_004994,3,2795,0.05570392219387755,5-10%,2795,2736,47440,0.05891652613827993,69,188,194,223,0.2857142857142857,tall,True,True,True
2010_005063,1,618,0.012316645408163265,<2%,618,1816,48360,0.012779156327543425,92,204,125,223,0.5882352941176471,tall,True,True,True
2010_005106,1,3827,0.07627152423469388,5-10%,3827,2891,47285,0.08093475732261816,75,12,161,223,2.4367816091954024,wide,True,True,True
2010_005108,1,28480,0.5676020408163265,>=40%,28480,2657,47519,0.5993392116837476,31,0,223,220,1.145077720207254,square,True,True,True
2010_005128,1,10110,0.20149075255102042,20-40%,10110,1602,48574,0.20813603985671347,74,9,166,197,2.032258064516129,wide,True,True,True
2010_005129,1,1566,0.031210140306122448,2-5%,1566,566,49610,0.031566216488611167,66,100,142,134,0.45454545454545453,tall,True,True,True
2010_005166,6,2223,0.04430404974489796,2-5%,2223,7508,42668,0.05209993437705072,36,164,121,220,0.6627906976744186,tall,True,True,True
2010_005180,2,791,0.015764508928571428,<2%,791,631,49545,0.015965284085175092,102,58,126,90,1.32,square,True,True,True
2010_005217,1,19868,0.39596619897959184,20-40%,19868,1677,48499,0.4096579310913627,63,0,188,223,1.7777777777777777,wide,True,True,True
2010_005223,2,2644,0.05269451530612245,5-10%,2644,3652,46524,0.05683088298512596,99,72,177,139,0.8607594936708861,square,True,True,True
2010_005223,3,2810,0.05600286989795918,5-10%,2810,3652,46524,0.06039893388358696,97,0,177,73,0.9135802469135802,square,True,True,True
2010_005252,2,1624,0.03236607142857143,2-5%,1624,2651,47525,0.03417148869016307,101,131,158,188,1.0,square,True,True,True
2010_005318,4,909,0.018116230867346938,<2%,909,7678,42498,0.021389241846675136,41,4,97,28,0.43859649122807015,tall,True,True,True
2010_005450,1,11135,0.2219188456632653,20-40%,11135,1259,48917,0.2276304761125989,23,108,149,223,0.9133858267716536,square,True,True,True
2010_005457,1,39327,0.7837810905612245,>=40%,39327,1823,48353,0.8133311273343949,2,0,219,223,1.0275229357798166,square,True,True,True
2010_005519,1,1346,0.026825573979591837,2-5%,1346,1802,48374,0.02782486459668417,134,198,221,223,0.29545454545454547,tall,True,True,True
2010_005522,1,4613,0.09193638392857142,5-10%,4613,1347,48829,0.09447254705195683,67,108,188,188,0.6639344262295082,tall,True,True,True
2010_005678,1,42378,0.8445870535714286,>=40%,42378,1055,49121,0.8627267360192179,11,0,212,223,1.108910891089109,square,True,True,True
2010_005709,2,17174,0.3422751913265306,20-40%,17174,16475,33701,0.5095991216877838,0,30,223,212,0.8169642857142857,square,True,True,True
2010_005744,1,7949,0.15842235331632654,10-20%,7949,1318,48858,0.16269597609398664,68,43,167,142,1.0,square,True,True,True
2010_005788,1,1435,0.028599330357142856,2-5%,1435,2865,47311,0.03033121261440257,74,179,129,223,0.8035714285714286,square,True,True,True
2010_005796,1,880,0.017538265306122448,<2%,880,1740,48436,0.018168304566851104,55,0,86,36,1.15625,square,True,True,True
2010_005810,6,15299,0.30490672831632654,20-40%,15299,2985,47191,0.32419317242694584,0,0,124,208,1.672,wide,True,True,True
2010_005830,5,1655,0.03298389668367347,2-5%,1655,8584,41592,0.03979130602038854,93,48,211,112,0.5462184873949579,tall,True,True,True
2010_005835,1,9543,0.1901905293367347,10-20%,9543,2401,47775,0.19974882260596546,61,73,214,201,0.8376623376623377,square,True,True,True
2010_005835,2,33418,0.666015625,>=40%,33418,2401,47775,0.6994871794871795,0,0,223,223,1.0,square,True,True,True
2010_005871,2,2633,0.05247528698979592,5-10%,2633,3735,46441,0.056695592256842016,20,19,127,165,1.3611111111111112,square,True,True,True
2010_005952,1,18965,0.37796954719387754,20-40%,18965,8640,41536,0.45659187211093993,0,47,223,148,0.45535714285714285,tall,True,True,True
2011_000051,3,3410,0.06796077806122448,5-10%,3410,2366,47810,0.07132399079690441,57,0,223,37,0.2275449101796407,tall,True,True,True
2011_000112,1,964,0.01921237244897959,<2%,964,1095,49081,0.019641001609584156,130,4,155,78,2.8846153846153846,wide,True,True,True
2011_000112,2,1825,0.03637197066326531,2-5%,1825,1095,49081,0.03718343147042644,124,135,167,203,1.5681818181818181,wide,True,True,True
2011_000122,2,22744,0.4532844387755102,>=40%,22744,1869,48307,0.47082203407373674,0,0,220,223,1.0135746606334841,square,True,True,True
2011_000208,2,19994,0.39847735969387754,20-40%,19994,1635,48541,0.4118992192167446,76,0,187,223,2.0,wide,True,True,True
2011_000252,2,2694,0.05369100765306122,5-10%,2694,3113,47063,0.0572424197352485,59,29,190,73,0.3409090909090909,tall,True,True,True
2011_000312,2,6220,0.12396364795918367,10-20%,6220,1433,48743,0.12760806679933528,44,0,107,106,1.671875,wide,True,True,True
2011_000338,4,1153,0.022979113520408163,2-5%,1153,2975,47201,0.024427448571004852,161,0,223,81,1.3015873015873016,square,True,True,True
2011_000379,2,17519,0.34915098852040816,20-40%,17519,4456,45720,0.38318022747156605,1,0,223,223,1.0044843049327354,square,True,True,True
2011_000400,1,1800,0.03587372448979592,2-5%,1800,5023,45153,0.039864460833167234,77,82,116,126,1.125,square,True,True,True
2011_000438,5,5020,0.10004783163265306,10-20%,5020,6057,44119,0.11378317731589564,133,0,223,124,1.3736263736263736,square,True,True,True
2011_000503,6,5180,0.10323660714285714,10-20%,5180,1550,48626,0.1065273721877185,168,65,223,223,2.8392857142857144,wide,True,True,True
2011_000512,1,21132,0.4211575255102041,>=40%,21132,3608,46568,0.453788008933173,5,18,213,216,0.9521531100478469,square,True,True,True
2011_000526,1,35443,0.7063735650510204,>=40%,35443,2648,47528,0.7457288335297088,18,0,223,223,1.087378640776699,square,True,True,True
2011_000548,2,8304,0.16549744897959184,10-20%,8304,5543,44633,0.18605067999014183,62,58,178,193,1.1623931623931625,square,True,True,True
2011_000566,1,10489,0.2090441645408163,20-40%,10489,4666,45510,0.23047681828169633,97,94,223,223,1.0236220472440944,square,True,True,True
2011_000573,1,2746,0.05472735969387755,5-10%,2746,5141,45035,0.0609747973798157,125,84,223,175,0.9292929292929293,square,True,True,True
2011_000589,2,2360,0.0470344387755102,2-5%,2360,818,49358,0.047813930872401635,9,0,115,42,0.40186915887850466,tall,True,True,True
2011_000607,2,901,0.017956792091836735,<2%,901,1178,48998,0.018388505653291972,99,183,132,214,0.9411764705882353,square,True,True,True
2011_000638,3,6112,0.12181122448979592,10-20%,6112,2987,47189,0.12952171056814088,71,0,223,57,0.3790849673202614,tall,True,True,True
2011_000780,1,16130,0.321468431122449,20-40%,16130,15556,34620,0.46591565569035237,0,0,210,163,0.7772511848341233,square,True,True,True
2011_000834,4,1880,0.03746811224489796,2-5%,1880,2509,47667,0.03944028363438018,93,17,149,76,1.0526315789473684,square,True,True,True
2011_000944,1,42904,0.8550701530612245,>=40%,42904,2221,47955,0.8946720884162236,0,0,202,223,1.103448275862069,square,True,True,True
2011_000973,1,13115,0.26137994260204084,20-40%,13115,1463,48713,0.26922997967688295,31,21,208,160,0.7865168539325843,square,True,True,True
2011_001027,4,2020,0.04025829081632653,2-5%,2020,6473,43703,0.04622108322083152,57,0,114,119,2.0689655172413794,wide,True,True,True
2011_001060,2,3089,0.06156329719387755,5-10%,3089,6110,44066,0.07009939636000545,36,139,179,186,0.3333333333333333,tall,True,True,True
2011_001071,3,12496,0.24904336734693877,20-40%,12496,2942,47234,0.26455519329296695,23,0,223,111,0.5572139303482587,tall,True,True,True
2011_001135,1,11688,0.23294005102040816,20-40%,11688,2068,48108,0.24295335495135945,42,7,213,157,0.877906976744186,square,True,True,True
2011_001139,2,3228,0.06433354591836735,5-10%,3228,2693,47483,0.06798222521744625,24,12,132,94,0.7614678899082569,square,True,True,True
2011_001161,1,1574,0.031369579081632654,2-5%,1574,623,49553,0.031763969890823966,90,73,152,114,0.6666666666666666,tall,True,True,True
2011_001175,4,1326,0.026426977040816327,2-5%,1326,9497,40679,0.03259667150126601,127,160,174,200,0.8541666666666666,square,True,True,True
2011_001211,1,22439,0.4472058354591837,>=40%,22439,2085,48091,0.466594581106652,0,28,223,180,0.6830357142857143,square,True,True,True
2011_001292,1,23142,0.46121651785714285,>=40%,23142,1475,48701,0.47518531446992873,33,34,206,223,1.0919540229885059,square,True,True,True
2011_001346,3,1663,0.03314333545918367,2-5%,1663,6989,43187,0.038506958112394934,146,25,223,155,1.6794871794871795,wide,True,True,True
2011_001350,1,1599,0.03186782525510204,2-5%,1599,1851,48325,0.033088463528194514,133,114,179,191,1.6595744680851063,wide,True,True,True
2011_001350,2,7903,0.15750558035714285,10-20%,7903,1851,48325,0.16353854112778066,77,81,179,217,1.3300970873786409,square,True,True,True
2011_001412,5,1081,0.021544164540816327,2-5%,1081,6346,43830,0.02466347250741501,62,157,171,223,0.6090909090909091,tall,True,True,True
2011_001546,1,5582,0.1112484056122449,10-20%,5582,1887,48289,0.11559568431733935,73,70,177,180,1.0571428571428572,square,True,True,True
2011_001567,5,1761,0.03509646045918367,2-5%,1761,5873,44303,0.03974900119630725,67,107,157,146,0.43956043956043955,tall,True,True,True
2011_001597,1,25364,0.505500637755102,>=40%,25364,4546,45630,0.5558623712469867,0,0,223,164,0.7366071428571429,square,True,True,True
2011_001642,1,21020,0.41892538265306123,>=40%,21020,4069,46107,0.45589606784219316,7,43,201,189,0.7538461538461538,square,True,True,True
2011_001653,3,3326,0.06628667091836735,5-10%,3326,5007,45169,0.0736345723837145,131,70,185,158,1.6181818181818182,wide,True,True,True
2011_001714,2,20982,0.41816804846938777,>=40%,20982,11687,38489,0.5451427680636026,0,13,223,223,0.9419642857142857,square,True,True,True
2011_001722,1,12367,0.24647241709183673,20-40%,12367,3950,46226,0.26753342274910225,35,0,209,223,1.28,square,True,True,True
2011_001775,1,46497,0.9266780931122449,>=40%,46497,1775,48401,0.9606619697940125,0,0,223,223,1.0,square,True,True,True
2011_001855,1,33583,0.669304049744898,>=40%,33583,16593,33583,1.0,5,1,223,218,0.9954337899543378,square,True,True,True
2011_001862,5,4110,0.08191167091836735,5-10%,4110,2360,47816,0.08595449222017734,152,0,223,113,1.5833333333333333,wide,True,True,True
2011_001922,2,4877,0.09719786352040816,5-10%,4877,11570,38606,0.12632751385794955,123,18,207,220,2.388235294117647,wide,True,True,True
2011_001924,1,1492,0.029735331632653062,2-5%,1492,728,49448,0.030173111147063583,67,41,131,107,1.0307692307692307,square,True,True,True
2011_001967,1,11881,0.23678651147959184,20-40%,11881,2884,47292,0.25122642307367,0,18,211,212,0.9198113207547169,square,True,True,True
2011_002002,4,3325,0.06626674107142858,5-10%,3325,3747,46429,0.07161472355639795,50,148,176,212,0.5118110236220472,tall,True,True,True
2011_002040,1,18454,0.36778539540816324,20-40%,18454,1700,48476,0.38068322468850563,17,2,217,216,1.0696517412935322,square,True,True,True
2011_002064,4,1102,0.02196269132653061,2-5%,1102,10769,39407,0.02796457482173218,42,190,83,223,0.8095238095238095,square,True,True,True
2011_002110,2,2531,0.05044244260204082,5-10%,2531,9543,40633,0.06228927226638446,0,166,116,223,0.49572649572649574,tall,True,True,True
2011_002119,2,1409,0.028081154336734693,2-5%,1409,4399,45777,0.030779649168796556,85,54,147,111,0.9206349206349206,square,True,True,True
2011_002119,3,752,0.014987244897959183,<2%,752,4399,45777,0.01642746357341023,102,123,137,164,1.1666666666666667,square,True,True,True
2011_002135,3,1002,0.019969706632653062,<2%,1002,7644,42532,0.02355873224865983,0,86,28,167,2.8275862068965516,wide,True,True,True
2011_002178,1,32344,0.6446109693877551,>=40%,32344,5574,44602,0.7251692749204072,18,0,223,223,1.087378640776699,square,True,True,True
2011_002222,1,2245,0.04474250637755102,2-5%,2245,1781,48395,0.04638908978200227,74,33,163,181,1.6555555555555554,wide,True,True,True
2011_002247,1,28246,0.5629384566326531,>=40%,28246,3658,46518,0.6072058128036459,0,0,184,223,1.2108108108108109,square,True,True,True
2011_002279,1,28919,0.5763512436224489,>=40%,28919,2322,47854,0.6043172984494504,0,0,190,223,1.1727748691099475,square,True,True,True
2011_002291,1,10150,0.20228794642857142,20-40%,10150,2248,47928,0.21177599732932734,75,0,138,223,3.5,wide,True,True,True
2011_002308,1,23784,0.47401147959183676,>=40%,23784,1330,48846,0.48691806903328827,3,37,223,194,0.7149321266968326,square,True,True,True
2011_002335,5,961,0.019152582908163265,<2%,961,2787,47389,0.02027896769292452,79,0,119,80,1.975609756097561,wide,True,True,True
2011_002358,3,3081,0.061403858418367346,5-10%,3081,5225,44951,0.06854130052724078,66,0,214,66,0.44966442953020136,tall,True,True,True
2011_002358,5,1676,0.03340242346938776,2-5%,1676,5225,44951,0.03728504371426664,47,90,99,139,0.9433962264150944,square,True,True,True
2011_002391,3,1453,0.028958067602040817,2-5%,1453,5663,44513,0.032642149484420284,197,115,223,223,4.037037037037037,wide,True,True,True
2011_002398,1,13738,0.27379623724489793,20-40%,13738,2747,47429,0.2896540091505197,36,51,176,214,1.1631205673758864,square,True,True,True
2011_002504,1,1363,0.02716438137755102,2-5%,1363,677,49499,0.027535909816359925,79,92,125,181,1.9148936170212767,wide,True,True,True
2011_002511,3,3104,0.06186224489795918,5-10%,3104,5344,44832,0.06923625981441828,11,94,104,168,0.7978723404255319,square,True,True,True
2011_002575,3,6396,0.12747130102040816,10-20%,6396,9981,40195,0.15912426918770992,10,117,197,214,0.5212765957446809,tall,True,True,True
2011_002644,1,991,0.01975047831632653,<2%,991,3556,46620,0.021256971256971256,93,58,128,91,0.9444444444444444,square,True,True,True
2011_002675,1,8153,0.16248804209183673,10-20%,8153,3656,46520,0.1752579535683577,40,0,200,209,1.3043478260869565,square,True,True,True
2011_002812,2,869,0.01731903698979592,<2%,869,4560,45616,0.019050333216415295,164,0,208,32,0.7333333333333333,square,True,True,True
2011_002851,1,6457,0.12868702168367346,10-20%,6457,1267,48909,0.13202069148827414,75,0,142,223,3.2941176470588234,wide,True,True,True
2011_002953,1,1483,0.02955596301020408,2-5%,1483,1701,48475,0.030593089221248065,82,0,157,38,0.5131578947368421,tall,True,True,True
2011_002953,2,12975,0.25858976403061223,20-40%,12975,1701,48475,0.26766374419804023,94,15,222,174,1.2403100775193798,square,True,True,True
2011_003057,1,27980,0.5576371173469388,>=40%,27980,2596,47580,0.5880622110130307,13,0,223,223,1.061611374407583,square,True,True,True
2011_003066,1,921,0.018355389030612245,<2%,921,6938,43238,0.021300707710809937,152,94,205,117,0.4444444444444444,tall,True,True,True
2011_003066,10,1163,0.02317841198979592,2-5%,1163,6938,43238,0.02689763633840603,21,0,105,52,0.6235294117647059,tall,True,True,True
2011_003066,19,15636,0.31162308673469385,20-40%,15636,6938,43238,0.36162634719459735,128,24,223,223,2.0833333333333335,wide,True,True,True
2011_003103,4,837,0.0166812818877551,<2%,837,4333,45843,0.018257967410509782,87,133,138,163,0.5961538461538461,tall,True,True,True
2011_003182,1,38579,0.7688735650510204,>=40%,38579,1645,48531,0.7949351960602502,20,0,223,223,1.0980392156862746,square,True,True,True
2011_003238,2,4113,0.08197146045918367,5-10%,4113,1718,48458,0.08487762598538941,65,71,223,154,0.5283018867924528,tall,True,True,True
2011_003256,2,5124,0.10212053571428571,10-20%,5124,2759,47417,0.10806250922664867,75,0,164,132,1.4777777777777779,square,True,True,True
