image,instance_id,area_px,area_fraction,area_bin,k,void_px,population_n,random_baseline,bbox_top,bbox_left,bbox_bottom,bbox_right,aspect_ratio,aspect_class,queryable_grid7,queryable_grid14,measurable_by_all,model,condition,query_row,query_col,precision_at_k,mass_fraction,status,error
2010_001579,2,10936,0.21795280612244897,20-40%,10936,3462,46714,0.23410540737252217,2,0,150,129,0.87248322147651,square,True,True,True,cmt_s,pretrained,2,2,0.2385698610095099,0.2024191848388842,ok,
2010_001590,1,33632,0.670280612244898,>=40%,33632,2289,47887,0.7023200451061875,19,0,213,223,1.1487179487179486,square,True,True,True,cmt_s,pretrained,3,3,0.6435537583254044,0.4070509136683694,ok,
2010_001619,3,1989,0.03964046556122449,2-5%,1989,3633,46543,0.042734675461401285,123,12,219,52,0.422680412371134,tall,True,True,True,cmt_s,pretrained,4,1,0.27450980392156865,0.11364687139285626,ok,
2010_001807,1,686,0.013671875,<2%,686,2946,47230,0.014524666525513446,192,93,214,135,1.8695652173913044,wide,True,True,True,cmt_s,pretrained,6,3,0.5568513119533528,0.1192812707311099,ok,
2010_001850,2,1581,0.03150908801020408,2-5%,1581,4228,45948,0.034408461739357535,113,3,185,51,0.6712328767123288,square,True,True,True,cmt_s,pretrained,5,0,0.12966476913345984,0.09479203086911202,ok,
2010_001850,3,3287,0.0655094068877551,5-10%,3287,4228,45948,0.07153739009314877,7,203,223,223,0.0967741935483871,tall,True,True,True,cmt_s,pretrained,3,6,0.14329175540006084,0.12479301413206817,ok,
2010_001852,1,9352,0.18638392857142858,10-20%,9352,2347,47829,0.1955299086328378,21,144,214,223,0.41237113402061853,tall,True,True,True,cmt_s,pretrained,4,5,0.3918947818648417,0.3022461613693447,ok,
2010_002018,7,996,0.01985012755102041,<2%,996,4231,45945,0.02167809337251061,27,35,92,66,0.48484848484848486,tall,True,True,True,cmt_s,pretrained,1,1,0.44779116465863456,0.16379537736721797,ok,
2010_002020,1,27556,0.549186862244898,>=40%,27556,10473,39703,0.6940533460947536,0,8,223,204,0.8794642857142857,square,True,True,True,cmt_s,pretrained,3,3,0.634489766294092,0.6354159323866345,ok,
2010_002032,6,3458,0.06891741071428571,5-10%,3458,3388,46788,0.0739078396169958,121,14,199,149,1.7215189873417722,wide,True,True,True,cmt_s,pretrained,4,2,0.12116830537883169,0.09065892122845946,ok,
2010_002039,2,1986,0.03958067602040816,2-5%,1986,4307,45869,0.04329721598465194,103,104,170,150,0.6911764705882353,square,True,True,True,cmt_s,pretrained,4,4,0.24924471299093656,0.1047158244464143,ok,
2010_002039,4,846,0.01686065051020408,<2%,846,4307,45869,0.018443829165667443,116,193,163,223,0.6458333333333334,tall,True,True,True,cmt_s,pretrained,4,6,0.5780141843971631,0.15491868589879076,ok,
2010_002039,11,992,0.019770408163265307,<2%,992,4307,45869,0.021626806775818092,56,177,117,219,0.6935483870967742,square,True,True,True,cmt_s,pretrained,2,6,0.1502016129032258,0.04803722447740865,ok,
2010_002147,1,14582,0.29061702806122447,20-40%,14582,2576,47600,0.30634453781512605,21,0,191,223,1.3099415204678362,square,True,True,True,cmt_s,pretrained,3,3,0.11692497599780552,0.15582396234147922,ok,
2010_002251,1,9173,0.18281648596938777,10-20%,9173,3830,46346,0.19792430846243472,100,0,223,173,1.403225806451613,square,True,True,True,cmt_s,pretrained,5,2,0.40728224136051455,0.43683586300330396,ok,
2010_002305,1,12461,0.24834582270408162,20-40%,12461,37715,12461,1.0,100,0,185,215,2.511627906976744,wide,True,True,True,cmt_s,pretrained,4,3,1.0,1.0,ok,
2010_002310,1,5270,0.10503029336734694,10-20%,5270,1658,48518,0.10861948142957253,84,2,158,223,2.96,wide,True,True,True,cmt_s,pretrained,4,3,0.18311195445920303,0.13492188495593238,ok,
2010_002336,3,3018,0.06014827806122449,5-10%,3018,5008,45168,0.06681721572794899,57,0,209,91,0.6013071895424836,tall,True,True,True,cmt_s,pretrained,3,1,0.26673293571901924,0.15638823994539588,ok,
2010_002338,1,12063,0.24041374362244897,20-40%,12063,1794,48382,0.24932826257699145,76,0,181,203,1.9245283018867925,wide,True,True,True,cmt_s,pretrained,3,2,0.720964934095996,0.6357086841934794,ok,
2010_002348,1,31292,0.6236447704081632,>=40%,31292,2640,47536,0.658280040390441,2,3,223,223,0.9954954954954955,square,True,True,True,cmt_s,pretrained,3,3,0.7237632621756359,0.7994784209984771,ok,
2010_002396,2,7112,0.14174107142857142,10-20%,7112,3380,46796,0.15197880160697497,81,34,223,155,0.8531468531468531,square,True,True,True,cmt_s,pretrained,4,3,0.16380764904386952,0.17672243972927978,ok,
2010_002455,1,13690,0.27283960459183676,20-40%,13690,17160,33016,0.41464744366367823,2,127,221,203,0.35,tall,True,True,True,cmt_s,pretrained,3,5,0.537472607742878,0.5910334871829277,ok,
2010_002527,2,17816,0.35507015306122447,20-40%,17816,1854,48322,0.3686933487852324,0,27,156,223,1.2547770700636942,square,True,True,True,cmt_s,pretrained,2,4,0.7595419847328244,0.8896893836314061,ok,
2010_002570,2,21218,0.42287149234693877,>=40%,21218,2721,47455,0.4471183226214308,0,0,186,223,1.1978609625668448,square,True,True,True,cmt_s,pretrained,3,4,0.5350645678197756,0.5425080776185607,ok,
2010_002659,2,9661,0.1925422512755102,10-20%,9661,3911,46265,0.20881876148276235,1,0,93,128,1.3870967741935485,square,True,True,True,cmt_s,pretrained,1,1,0.5996273677673118,0.6381680119474862,ok,
2010_002720,4,902,0.01797672193877551,<2%,902,5285,44891,0.020093114432737074,53,0,122,29,0.42857142857142855,tall,True,True,True,cmt_s,pretrained,2,0,0.07982261640798226,0.04064634648078142,ok,
2010_002763,5,6652,0.1325733418367347,10-20%,6652,5487,44689,0.1488509476604981,42,35,153,142,0.9642857142857143,square,True,True,True,cmt_s,pretrained,3,2,0.40093205051112446,0.29559428499656754,ok,
2010_002921,2,670,0.013352997448979591,<2%,670,3067,47109,0.014222335434842599,177,0,221,30,0.6888888888888889,square,True,True,True,cmt_s,pretrained,6,0,0.1880597014925373,0.08905826720611229,ok,
2010_002921,3,2759,0.054986447704081634,5-10%,2759,3067,47109,0.05856630367870258,105,118,161,172,0.9649122807017544,square,True,True,True,cmt_s,pretrained,4,4,0.1881116346502356,0.1270842372219993,ok,
2010_002929,7,871,0.01735889668367347,<2%,871,4244,45932,0.018962814595488982,46,121,90,156,0.8,square,True,True,True,cmt_s,pretrained,2,4,0.05855338691159587,0.03382855802118253,ok,
2010_002988,3,1727,0.03441884566326531,2-5%,1727,1545,48631,0.035512327527708665,106,13,151,90,1.6956521739130435,wide,True,True,True,cmt_s,pretrained,3,1,0.23045744064852344,0.09105131930332379,ok,
2010_003010,1,3324,0.06624681122448979,5-10%,3324,3547,46629,0.07128610950267002,110,160,198,223,0.7191011235955056,square,True,True,True,cmt_s,pretrained,4,6,0.4741275571600481,0.2716174278400804,ok,
2010_003060,1,20781,0.41416214923469385,>=40%,20781,1978,48198,0.43115896925183617,0,0,223,155,0.6964285714285714,square,True,True,True,cmt_s,pretrained,3,2,0.6952023482989269,0.7527180575598629,ok,
2010_003123,3,29922,0.5963408801020408,>=40%,29922,1003,49173,0.6085046671954121,73,0,223,223,1.4834437086092715,square,True,True,True,cmt_s,pretrained,4,3,0.7214758371766593,0.7714067680513907,ok,
2010_003157,2,2304,0.04591836734693878,2-5%,2304,3415,46761,0.04927182908834285,62,35,191,118,0.6461538461538462,tall,True,True,True,cmt_s,pretrained,2,1,0.140625,0.08114607506488888,ok,
2010_003168,1,4650,0.09267378826530612,5-10%,4650,1778,48398,0.09607835034505557,37,0,114,131,1.6923076923076923,wide,True,True,True,cmt_s,pretrained,2,2,0.21419354838709678,0.15933228813162748,ok,
2010_003187,1,24164,0.48158482142857145,>=40%,24164,1011,49165,0.49148784704566256,0,0,130,223,1.7099236641221374,wide,True,True,True,cmt_s,pretrained,1,3,0.6659079622579043,0.694293036578119,ok,
2010_003203,2,622,0.012396364795918368,<2%,622,3108,47068,0.01321492308999745,169,0,189,31,1.5238095238095237,wide,True,True,True,cmt_s,pretrained,5,0,0.2909967845659164,0.08703453781741938,ok,
2010_003203,5,2788,0.055564413265306124,5-10%,2788,3108,47068,0.059233449477351915,42,156,133,223,0.7391304347826086,square,True,True,True,cmt_s,pretrained,3,6,0.32711621233859395,0.15892269708158177,ok,
2010_003380,1,31256,0.6229272959183674,>=40%,31256,3634,46542,0.6715654677495595,0,0,223,209,0.9375,square,True,True,True,cmt_s,pretrained,3,3,0.8713846941387253,0.9158520011078293,ok,
2010_003381,1,30326,0.6043925382653061,>=40%,30326,2561,47615,0.6369001365116035,62,0,222,223,1.391304347826087,square,True,True,True,cmt_s,pretrained,4,3,0.7807162171074326,0.8491614881127028,ok,
2010_003409,2,1768,0.035235969387755105,2-5%,1768,2166,48010,0.036825661320558215,102,102,200,138,0.37373737373737376,tall,True,True,True,cmt_s,pretrained,4,3,0.20475113122171945,0.09749415680027994,ok,
2010_003418,1,4310,0.08589764030612244,5-10%,4310,1113,49063,0.08784623850967124,20,61,156,151,0.6642335766423357,tall,True,True,True,cmt_s,pretrained,3,3,0.36960556844547565,0.2234347920726067,ok,
2010_003453,1,33276,0.6631855867346939,>=40%,33276,1941,48235,0.6898724992225562,31,0,215,223,1.2108108108108109,square,True,True,True,cmt_s,pretrained,3,3,0.7207597066955163,0.7744138369209866,ok,
2010_003495,1,9836,0.19602997448979592,10-20%,9836,2771,47405,0.2074886615335935,6,0,193,223,1.1914893617021276,square,True,True,True,cmt_s,pretrained,3,3,0.2478649857665718,0.27572350125928297,ok,
2010_003531,5,734,0.014628507653061224,<2%,734,5572,44604,0.016455923235584254,132,2,221,30,0.32222222222222224,tall,True,True,True,cmt_s,pretrained,4,0,0.09128065395095368,0.046886362958376684,ok,
2010_003531,8,800,0.01594387755102041,<2%,800,5572,44604,0.01793561115595014,136,192,164,223,1.103448275862069,square,True,True,True,cmt_s,pretrained,4,6,0.33,0.09019758184397117,ok,
2010_003532,1,19587,0.3903659119897959,20-40%,19587,3941,46235,0.42364009949172704,14,6,215,218,1.0544554455445545,square,True,True,True,cmt_s,pretrained,2,3,0.6393015775769643,0.7372946397728865,ok,
2010_003597,4,937,0.018674266581632654,<2%,937,4517,45659,0.02052169342298342,108,183,221,223,0.35964912280701755,tall,True,True,True,cmt_s,pretrained,3,6,0.11739594450373532,0.05490490121603378,ok,
2010_003597,9,1168,0.023278061224489797,2-5%,1168,4517,45659,0.025580936945618606,83,81,137,113,0.6,tall,True,True,True,cmt_s,pretrained,3,3,0.2756849315068493,0.10120935389926439,ok,
2010_003680,1,8650,0.17239317602040816,10-20%,8650,1917,48259,0.1792411778113927,25,47,187,187,0.8650306748466258,square,True,True,True,cmt_s,pretrained,3,4,0.22809248554913295,0.20830916223452736,ok,
2010_003746,2,2022,0.04029815051020408,2-5%,2022,4460,45716,0.04422959139032286,14,0,67,81,1.5185185185185186,wide,True,True,True,cmt_s,pretrained,1,0,0.2551928783382789,0.12241410493101222,ok,
2010_003746,3,4040,0.08051658163265306,5-10%,4040,4460,45716,0.08837168606177269,0,90,171,223,0.7790697674418605,square,True,True,True,cmt_s,pretrained,2,6,0.3569306930693069,0.25137792846752904,ok,
2010_003764,1,16056,0.3199936224489796,20-40%,16056,2181,47995,0.3345348473799354,23,46,170,223,1.2027027027027026,square,True,True,True,cmt_s,pretrained,2,4,0.23617339312406577,0.24113427791378608,ok,
2010_003884,2,4341,0.08651546556122448,5-10%,4341,3805,46371,0.09361454357249142,2,176,165,223,0.2926829268292683,tall,True,True,True,cmt_s,pretrained,2,6,0.3031559548491131,0.18109565210605194,ok,
2010_004056,1,4379,0.08727279974489796,5-10%,4379,1287,48889,0.08957025097670232,93,5,205,119,1.0176991150442478,square,True,True,True,cmt_s,pretrained,4,1,0.6104133363781685,0.4418532361147327,ok,
2010_004060,1,7125,0.1420001594387755,10-20%,7125,1348,48828,0.1459203735561563,65,94,215,181,0.5827814569536424,tall,True,True,True,cmt_s,pretrained,4,4,0.4199298245614035,0.3226900576956932,ok,
2010_004171,1,29720,0.5923150510204082,>=40%,29720,3039,47137,0.6305025775929737,0,26,223,223,0.8839285714285714,square,True,True,True,cmt_s,pretrained,3,4,0.5834118438761776,0.5488577292411464,ok,
2010_004226,2,2818,0.056162308673469385,5-10%,2818,2866,47310,0.05956457408581695,92,161,193,223,0.6176470588235294,tall,True,True,True,cmt_s,pretrained,4,6,0.5340667139815471,0.23683090492089431,ok,
2010_004320,1,24486,0.48800223214285715,>=40%,24486,2103,48073,0.50935036298962,0,0,181,205,1.1318681318681318,square,True,True,True,cmt_s,pretrained,2,2,0.48439924855019195,0.4538966671911414,ok,
2010_004520,1,20370,0.40597098214285715,>=40%,20370,1466,48710,0.4181892835146787,0,57,223,163,0.47767857142857145,tall,True,True,True,cmt_s,pretrained,3,3,0.25724104074619536,0.3107350629900809,ok,
2010_004551,1,19379,0.3862205038265306,20-40%,19379,30797,19379,1.0,0,60,223,169,0.49107142857142855,tall,True,True,True,cmt_s,pretrained,3,3,1.0,1.0,ok,
2010_004560,1,5684,0.11328125,10-20%,5684,6406,43770,0.12986063513822252,35,0,181,109,0.7482993197278912,square,True,True,True,cmt_s,pretrained,2,1,0.5816326530612245,0.4194864254058598,ok,
2010_004625,1,34411,0.6858059630102041,>=40%,34411,1709,48467,0.7099882394206367,19,0,198,223,1.2444444444444445,square,True,True,True,cmt_s,pretrained,3,3,0.7640870651826451,0.865135123010989,ok,
2010_004628,2,793,0.01580436862244898,<2%,793,1208,48968,0.01619424930566901,120,139,169,164,0.52,tall,True,True,True,cmt_s,pretrained,4,4,0.2484237074401009,0.07317007312031534,ok,
2010_004683,2,2856,0.056919642857142856,5-10%,2856,7614,42562,0.0671021098632583,108,0,180,69,0.958904109589041,square,True,True,True,cmt_s,pretrained,4,0,0.2619047619047619,0.2178543986091935,ok,
2010_004763,3,13489,0.26883370535714285,20-40%,13489,19211,30965,0.4356208622638463,0,0,223,153,0.6875,square,True,True,True,cmt_s,pretrained,1,3,0.6876714359848766,0.7578541967376871,ok,
2010_004783,2,722,0.014389349489795918,<2%,722,2908,47268,0.015274604383515274,137,0,193,29,0.5263157894736842,tall,True,True,True,cmt_s,pretrained,5,0,0.11634349030470914,0.0462507087254679,ok,
2010_004941,1,18749,0.37366470025510207,20-40%,18749,5223,44953,0.41708006139745957,24,18,223,209,0.96,square,True,True,True,cmt_s,pretrained,3,3,0.3545255746973172,0.3776681921964895,ok,
2010_004946,1,20080,0.40019132653061223,>=40%,20080,1583,48593,0.4132282427510135,61,24,214,194,1.1103896103896105,square,True,True,True,cmt_s,pretrained,4,3,0.5816235059760956,0.6450635697842264,ok,
2010_004994,3,2795,0.05570392219387755,5-10%,2795,2736,47440,0.05891652613827993,69,188,194,223,0.2857142857142857,tall,True,True,True,cmt_s,pretrained,3,6,0.5334525939177102,0.2868755885907821,ok,
2010_005063,1,618,0.012316645408163265,<2%,618,1816,48360,0.012779156327543425,92,204,125,223,0.5882352941176471,tall,True,True,True,cmt_s,pretrained,3,6,0.40938511326860844,0.07398973446889304,ok,
2010_005106,1,3827,0.07627152423469388,5-10%,3827,2891,47285,0.08093475732261816,75,12,161,223,2.4367816091954024,wide,True,True,True,cmt_s,pretrained,3,3,0.10922393519728246,0.09664939997963347,ok,
2010_005108,1,28480,0.5676020408163265,>=40%,28480,2657,47519,0.5993392116837476,31,0,223,220,1.145077720207254,square,True,True,True,cmt_s,pretrained,4,2,0.7604985955056179,0.8186626393929696,ok,
2010_005128,1,10110,0.20149075255102042,20-40%,10110,1602,48574,0.20813603985671347,74,9,166,197,2.032258064516129,wide,True,True,True,cmt_s,pretrained,3,2,0.5501483679525223,0.45765532642052675,ok,
2010_005129,1,1566,0.031210140306122448,2-5%,1566,566,49610,0.031566216488611167,66,100,142,134,0.45454545454545453,tall,True,True,True,cmt_s,pretrained,3,3,0.5383141762452107,0.1465092013115938,ok,
2010_005166,6,2223,0.04430404974489796,2-5%,2223,7508,42668,0.05209993437705072,36,164,121,220,0.6627906976744186,tall,True,True,True,cmt_s,pretrained,3,6,0.23931623931623933,0.126278854685748,ok,
2010_005180,2,791,0.015764508928571428,<2%,791,631,49545,0.015965284085175092,102,58,126,90,1.32,square,True,True,True,cmt_s,pretrained,3,2,0.12262958280657396,0.04171543192466466,ok,
2010_005217,1,19868,0.39596619897959184,20-40%,19868,1677,48499,0.4096579310913627,63,0,188,223,1.7777777777777777,wide,True,True,True,cmt_s,pretrained,3,3,0.6456110328165895,0.5926589113047369,ok,
2010_005223,2,2644,0.05269451530612245,5-10%,2644,3652,46524,0.05683088298512596,99,72,177,139,0.8607594936708861,square,True,True,True,cmt_s,pretrained,4,3,0.4001512859304085,0.25150649880538095,ok,
2010_005223,3,2810,0.05600286989795918,5-10%,2810,3652,46524,0.06039893388358696,97,0,177,73,0.9135802469135802,square,True,True,True,cmt_s,pretrained,3,0,0.6669039145907474,0.5288960078452818,ok,
2010_005252,2,1624,0.03236607142857143,2-5%,1624,2651,47525,0.03417148869016307,101,131,158,188,1.0,square,True,True,True,cmt_s,pretrained,4,4,0.21428571428571427,0.08908323184409647,ok,
2010_005318,4,909,0.018116230867346938,<2%,909,7678,42498,0.021389241846675136,41,4,97,28,0.43859649122807015,tall,True,True,True,cmt_s,pretrained,2,0,0.07700770077007701,0.053630780971808074,ok,
2010_005450,1,11135,0.2219188456632653,20-40%,11135,1259,48917,0.2276304761125989,23,108,149,223,0.9133858267716536,square,True,True,True,cmt_s,pretrained,2,5,0.5804220925011225,0.5210955237083927,ok,
2010_005457,1,39327,0.7837810905612245,>=40%,39327,1823,48353,0.8133311273343949,2,0,219,223,1.0275229357798166,square,True,True,True,cmt_s,pretrained,3,3,0.8117578254125665,0.8718274667969947,ok,
2010_005519,1,1346,0.026825573979591837,2-5%,1346,1802,48374,0.02782486459668417,134,198,221,223,0.29545454545454547,tall,True,True,True,cmt_s,pretrained,5,6,0.6426448736998515,0.204528740738546,ok,
2010_005522,1,4613,0.09193638392857142,5-10%,4613,1347,48829,0.09447254705195683,67,108,188,188,0.6639344262295082,tall,True,True,True,cmt_s,pretrained,3,4,0.5976587903750271,0.37095524250073525,ok,
2010_005678,1,42378,0.8445870535714286,>=40%,42378,1055,49121,0.8627267360192179,11,0,212,223,1.108910891089109,square,True,True,True,cmt_s,pretrained,3,3,0.8896361319552598,0.9892540645688794,ok,
2010_005709,2,17174,0.3422751913265306,20-40%,17174,16475,33701,0.5095991216877838,0,30,223,212,0.8169642857142857,square,True,True,True,cmt_s,pretrained,4,3,0.3884360079189472,0.3710302089794957,ok,
2010_005744,1,7949,0.15842235331632654,10-20%,7949,1318,48858,0.16269597609398664,68,43,167,142,1.0,square,True,True,True,cmt_s,pretrained,3,2,0.1959994967920493,0.18080566335607062,ok,
2010_005788,1,1435,0.028599330357142856,2-5%,1435,2865,47311,0.03033121261440257,74,179,129,223,0.8035714285714286,square,True,True,True,cmt_s,pretrained,3,6,0.4794425087108014,0.17230236419809433,ok,
2010_005796,1,880,0.017538265306122448,<2%,880,1740,48436,0.018168304566851104,55,0,86,36,1.15625,square,True,True,True,cmt_s,pretrained,2,0,0.5113636363636364,0.1480386541195822,ok,
2010_005810,6,15299,0.30490672831632654,20-40%,15299,2985,47191,0.32419317242694584,0,0,124,208,1.672,wide,True,True,True,cmt_s,pretrained,1,2,0.4484606837048173,0.4502334332183132,ok,
2010_005830,5,1655,0.03298389668367347,2-5%,1655,8584,41592,0.03979130602038854,93,48,211,112,0.5462184873949579,tall,True,True,True,cmt_s,pretrained,3,2,0.07854984894259819,0.06658699198800229,ok,
2010_005835,1,9543,0.1901905293367347,10-20%,9543,2401,47775,0.19974882260596546,61,73,214,201,0.8376623376623377,square,True,True,True,cmt_s,pretrained,4,4,0.22058053023158336,0.2218736163193994,ok,
2010_005835,2,33418,0.666015625,>=40%,33418,2401,47775,0.6994871794871795,0,0,223,223,1.0,square,True,True,True,cmt_s,pretrained,3,2,0.7932252079717518,0.8125179766578571,ok,
2010_005871,2,2633,0.05247528698979592,5-10%,2633,3735,46441,0.056695592256842016,20,19,127,165,1.3611111111111112,square,True,True,True,cmt_s,pretrained,1,2,0.4762628180782377,0.23324330844789862,ok,
2010_005952,1,18965,0.37796954719387754,20-40%,18965,8640,41536,0.45659187211093993,0,47,223,148,0.45535714285714285,tall,True,True,True,cmt_s,pretrained,3,3,0.3919852359609807,0.3810333422379536,ok,
2011_000051,3,3410,0.06796077806122448,5-10%,3410,2366,47810,0.07132399079690441,57,0,223,37,0.2275449101796407,tall,True,True,True,cmt_s,pretrained,4,0,0.14076246334310852,0.10922647136369465,ok,
2011_000112,1,964,0.01921237244897959,<2%,964,1095,49081,0.019641001609584156,130,4,155,78,2.8846153846153846,wide,True,True,True,cmt_s,pretrained,4,1,0.266597510373444,0.06528866233966142,ok,
2011_000112,2,1825,0.03637197066326531,2-5%,1825,1095,49081,0.03718343147042644,124,135,167,203,1.5681818181818181,wide,True,True,True,cmt_s,pretrained,4,5,0.383013698630137,0.1330957302505543,ok,
2011_000122,2,22744,0.4532844387755102,>=40%,22744,1869,48307,0.47082203407373674,0,0,220,223,1.0135746606334841,square,True,True,True,cmt_s,pretrained,2,3,0.3886299683432993,0.3725495348960964,ok,
2011_000208,2,19994,0.39847735969387754,20-40%,19994,1635,48541,0.4118992192167446,76,0,187,223,2.0,wide,True,True,True,cmt_s,pretrained,4,3,0.4307292187656297,0.5242545855278405,ok,
2011_000252,2,2694,0.05369100765306122,5-10%,2694,3113,47063,0.0572424197352485,59,29,190,73,0.3409090909090909,tall,True,True,True,cmt_s,pretrained,3,1,0.4599109131403118,0.2751510678635874,ok,
2011_000312,2,6220,0.12396364795918367,10-20%,6220,1433,48743,0.12760806679933528,44,0,107,106,1.671875,wide,True,True,True,cmt_s,pretrained,2,1,0.2922829581993569,0.20283123907018089,ok,
2011_000338,4,1153,0.022979113520408163,2-5%,1153,2975,47201,0.024427448571004852,161,0,223,81,1.3015873015873016,square,True,True,True,cmt_s,pretrained,5,1,0.4908933217692975,0.14435211794321826,ok,
2011_000379,2,17519,0.34915098852040816,20-40%,17519,4456,45720,0.38318022747156605,1,0,223,223,1.0044843049327354,square,True,True,True,cmt_s,pretrained,4,3,0.47925109880700956,0.4820036177766038,ok,
2011_000400,1,1800,0.03587372448979592,2-5%,1800,5023,45153,0.039864460833167234,77,82,116,126,1.125,square,True,True,True,cmt_s,pretrained,3,3,0.23777777777777778,0.09463188151938792,ok,
2011_000438,5,5020,0.10004783163265306,10-20%,5020,6057,44119,0.11378317731589564,133,0,223,124,1.3736263736263736,square,True,True,True,cmt_s,pretrained,5,2,0.19641434262948207,0.14949201269155485,ok,
2011_000503,6,5180,0.10323660714285714,10-20%,5180,1550,48626,0.1065273721877185,168,65,223,223,2.8392857142857144,wide,True,True,True,cmt_s,pretrained,6,5,0.3525096525096525,0.27586167986912574,ok,
2011_000512,1,21132,0.4211575255102041,>=40%,21132,3608,46568,0.453788008933173,5,18,213,216,0.9521531100478469,square,True,True,True,cmt_s,pretrained,3,3,0.2526973310618966,0.16989978013184123,ok,
2011_000526,1,35443,0.7063735650510204,>=40%,35443,2648,47528,0.7457288335297088,18,0,223,223,1.087378640776699,square,True,True,True,cmt_s,pretrained,3,3,0.8064215783088339,0.9368912992318962,ok,
2011_000548,2,8304,0.16549744897959184,10-20%,8304,5543,44633,0.18605067999014183,62,58,178,193,1.1623931623931625,square,True,True,True,cmt_s,pretrained,3,3,0.5155346820809249,0.46359374550420224,ok,
2011_000566,1,10489,0.2090441645408163,20-40%,10489,4666,45510,0.23047681828169633,97,94,223,223,1.0236220472440944,square,True,True,True,cmt_s,pretrained,4,5,0.5033844980455715,0.4223775197674889,ok,
2011_000573,1,2746,0.05472735969387755,5-10%,2746,5141,45035,0.0609747973798157,125,84,223,175,0.9292929292929293,square,True,True,True,cmt_s,pretrained,5,4,0.31318281136198106,0.1502625841880057,ok,
2011_000589,2,2360,0.0470344387755102,2-5%,2360,818,49358,0.047813930872401635,9,0,115,42,0.40186915887850466,tall,True,True,True,cmt_s,pretrained,1,0,0.34279661016949153,0.14539156225499716,ok,
2011_000607,2,901,0.017956792091836735,<2%,901,1178,48998,0.018388505653291972,99,183,132,214,0.9411764705882353,square,True,True,True,cmt_s,pretrained,3,6,0.416204217536071,0.133550849296144,ok,
2011_000638,3,6112,0.12181122448979592,10-20%,6112,2987,47189,0.12952171056814088,71,0,223,57,0.3790849673202614,tall,True,True,True,cmt_s,pretrained,4,0,0.06037303664921466,0.0963641585879887,ok,
2011_000780,1,16130,0.321468431122449,20-40%,16130,15556,34620,0.46591565569035237,0,0,210,163,0.7772511848341233,square,True,True,True,cmt_s,pretrained,2,2,0.7158710477371357,0.6731467292388583,ok,
2011_000834,4,1880,0.03746811224489796,2-5%,1880,2509,47667,0.03944028363438018,93,17,149,76,1.0526315789473684,square,True,True,True,cmt_s,pretrained,3,1,0.527127659574468,0.179124412541841,ok,
2011_000944,1,42904,0.8550701530612245,>=40%,42904,2221,47955,0.8946720884162236,0,0,202,223,1.103448275862069,square,True,True,True,cmt_s,pretrained,3,3,0.8837870594816334,0.8907905143449484,ok,
2011_000973,1,13115,0.26137994260204084,20-40%,13115,1463,48713,0.26922997967688295,31,21,208,160,0.7865168539325843,square,True,True,True,cmt_s,pretrained,4,3,0.7280975981700343,0.6224653014603259,ok,
2011_001027,4,2020,0.04025829081632653,2-5%,2020,6473,43703,0.04622108322083152,57,0,114,119,2.0689655172413794,wide,True,True,True,cmt_s,pretrained,2,3,0.3678217821782178,0.1708892019070923,ok,
2011_001060,2,3089,0.06156329719387755,5-10%,3089,6110,44066,0.07009939636000545,36,139,179,186,0.3333333333333333,tall,True,True,True,cmt_s,pretrained,2,5,0.5778569116218841,0.304378350313203,ok,
2011_001071,3,12496,0.24904336734693877,20-40%,12496,2942,47234,0.26455519329296695,23,0,223,111,0.5572139303482587,tall,True,True,True,cmt_s,pretrained,4,1,0.566101152368758,0.515437080907938,ok,
2011_001135,1,11688,0.23294005102040816,20-40%,11688,2068,48108,0.24295335495135945,42,7,213,157,0.877906976744186,square,True,True,True,cmt_s,pretrained,3,2,0.5464579055441479,0.47543171937813533,ok,
2011_001139,2,3228,0.06433354591836735,5-10%,3228,2693,47483,0.06798222521744625,24,12,132,94,0.7614678899082569,square,True,True,True,cmt_s,pretrained,2,1,0.419454770755886,0.2439605479479331,ok,
2011_001161,1,1574,0.031369579081632654,2-5%,1574,623,49553,0.031763969890823966,90,73,152,114,0.6666666666666666,tall,True,True,True,cmt_s,pretrained,3,2,0.12325285895806862,0.0640183952616172,ok,
2011_001175,4,1326,0.026426977040816327,2-5%,1326,9497,40679,0.03259667150126601,127,160,174,200,0.8541666666666666,square,True,True,True,cmt_s,pretrained,4,5,0.25037707390648567,0.11496422157894917,ok,
2011_001211,1,22439,0.4472058354591837,>=40%,22439,2085,48091,0.466594581106652,0,28,223,180,0.6830357142857143,square,True,True,True,cmt_s,pretrained,3,3,0.3876732474709212,0.36513525894037413,ok,
2011_001292,1,23142,0.46121651785714285,>=40%,23142,1475,48701,0.47518531446992873,33,34,206,223,1.0919540229885059,square,True,True,True,cmt_s,pretrained,3,4,0.41024976233687666,0.37242113219455314,ok,
2011_001346,3,1663,0.03314333545918367,2-5%,1663,6989,43187,0.038506958112394934,146,25,223,155,1.6794871794871795,wide,True,True,True,cmt_s,pretrained,5,2,0.04449789536981359,0.03928210045770097,ok,
2011_001350,1,1599,0.03186782525510204,2-5%,1599,1851,48325,0.033088463528194514,133,114,179,191,1.6595744680851063,wide,True,True,True,cmt_s,pretrained,4,4,0.5459662288930581,0.20483255328641486,ok,
